video,prompt,negative_prompt,num_images
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/237/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 237),,82
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/238/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 238),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/239/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 239),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/24/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 24),,116
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/240/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 240),,119
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/241/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 241),,91
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/242/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 242),,91
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/243/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 243),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/244/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 244),,102
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/245/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 245),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/246/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 246),,69
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/247/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 247),,114
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/248/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 248),,114
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/249/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 249),,82
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/25/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 25),,116
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/250/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 250),,82
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/251/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 251),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/252/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 252),,82
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/253/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 253),,82
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/254/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 254),,72
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/255/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 255),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/256/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 256),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/257/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 257),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/258/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 258),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/259/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 259),,102
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/26/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 26),,112
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/260/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 260),,102
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/261/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 261),,93
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/262/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 262),,93
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/263/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 263),,76
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/264/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 264),,66
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/265/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 265),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/266/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 266),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/267/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 267),,131
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/268/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 268),,131
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/269/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 269),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/27/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 27),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/270/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 270),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/271/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 271),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/272/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 272),,71
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/273/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 273),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/274/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 274),,103
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/275/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 275),,103
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/276/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 276),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/277/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 277),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/278/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 278),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/279/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 279),,112
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/28/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 28),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/280/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 280),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/281/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 281),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/282/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 282),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/283/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 283),,62
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/284/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 284),,105
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/285/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 285),,105
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/286/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 286),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/287/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 287),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/288/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 288),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/289/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 289),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/29/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 29),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/290/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 290),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/291/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 291),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/292/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 292),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/293/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 293),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/294/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 294),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/295/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 295),,94
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/296/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 296),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/297/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 297),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/298/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 298),,76
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/299/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 299),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/3/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 3),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/30/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 30),,93
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/300/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 300),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/301/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 301),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/302/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 302),,68
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/303/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 303),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/304/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 304),,104
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/305/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 305),,104
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/306/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 306),,117
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/307/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 307),,109
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/308/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 308),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/309/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 309),,110
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/31/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 31),,95
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/310/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 310),,110
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/311/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 311),,117
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/312/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 312),,99
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/313/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 313),,99
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/314/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 314),,80
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/315/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 315),,80
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/316/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 316),,66
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/317/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 317),,84
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/318/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 318),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/319/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 319),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/32/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 32),,95
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/320/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 320),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/321/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 321),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/322/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 322),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/323/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 323),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/324/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 324),,95
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/325/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 325),,95
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/326/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 326),,101
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/327/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 327),,101
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/328/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 328),,103
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/329/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 329),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/33/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 33),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/330/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 330),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/331/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 331),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/332/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 332),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/333/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 333),,67
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/334/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 334),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/335/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 335),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/336/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 336),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/337/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 337),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/338/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 338),,68
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/339/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 339),,109
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/34/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 34),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/340/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 340),,109
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/341/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 341),,75
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/342/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 342),,64
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/343/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 343),,64
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/344/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 344),,113
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/345/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 345),,119
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/346/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 346),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/347/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 347),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/348/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 348),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/349/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 349),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/35/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 35),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/350/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 350),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/351/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 351),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/352/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 352),,62
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/353/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 353),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/354/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 354),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/355/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 355),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/356/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 356),,112
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/357/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 357),,112
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/358/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 358),,62
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/359/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 359),,115
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/36/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 36),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/360/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 360),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/361/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 361),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/362/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 362),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/363/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 363),,106
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/364/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 364),,106
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/365/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 365),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/366/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 366),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/367/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 367),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/368/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 368),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/369/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 369),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/37/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 37),,62
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/370/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 370),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/371/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 371),,81
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/372/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 372),,113
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/373/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 373),,104
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/374/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 374),,104
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/375/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 375),,78
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/376/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 376),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/377/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 377),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/378/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 378),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/379/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 379),,104
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/38/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 38),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/380/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 380),,114
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/381/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 381),,104
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/382/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 382),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/383/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 383),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/384/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 384),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/385/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 385),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/386/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 386),,89
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/387/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 387),,81
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/388/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 388),,69
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/389/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 389),,69
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/39/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 39),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/390/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 390),,102
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/391/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 391),,102
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/392/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 392),,73
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/393/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 393),,73
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/394/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 394),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/395/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 395),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/396/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 396),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/397/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 397),,104
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/398/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 398),,109
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/399/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 399),,110
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/4/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 4),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/40/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 40),,104
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/400/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 400),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/401/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 401),,77
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/402/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 402),,77
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/403/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 403),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/404/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 404),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/405/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 405),,99
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/406/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 406),,99
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/407/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 407),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/408/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 408),,85
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/409/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 409),,52
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/41/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 41),,104
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/410/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 410),,108
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/411/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 411),,101
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/412/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 412),,101
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/413/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 413),,105
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/414/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 414),,89
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/415/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 415),,89
